academic_year,course,cap_round,institute_code,choice_code,sanctioned_intake,ms_seats,ai_seats,minority_seats,ews_seats,tfws_seats
2023-24,B.E/B.Tech,Round I,05303,0530361210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05303,0530384410,60,51,,,,
2023-24,B.E/B.Tech,Round I,05330,0533024510,60,39,,,,
2023-24,B.E/B.Tech,Round I,05330,0533024610,60,39,,,,
2023-24,B.E/B.Tech,Round I,05330,0533037210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05330,0533061210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05330,0533099510,60,39,,,,
2023-24,B.E/B.Tech,Round I,05331,0533119110,120,102,,,,
2023-24,B.E/B.Tech,Round I,05331,0533124510,60,39,,,,
2023-24,B.E/B.Tech,Round I,05331,0533129310,60,51,,,,
2023-24,B.E/B.Tech,Round I,05331,0533137210,60,45,,,,
2023-24,B.E/B.Tech,Round I,05331,0533161210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05380,0538019110,30,25,,,,
2023-24,B.E/B.Tech,Round I,05380,0538024510,180,153,,,,
2023-24,B.E/B.Tech,Round I,05380,0538029310,30,25,,,,
2023-24,B.E/B.Tech,Round I,05380,0538037210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05380,0538061210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05382,0538219110,60,51,,,,
2023-24,B.E/B.Tech,Round I,05382,0538224510,60,39,,,,
2023-24,B.E/B.Tech,Round I,05382,0538226310,60,45,,,,
2023-24,B.E/B.Tech,Round I,05382,0538237210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05382,0538261210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05390,0539019110,60,51,,,,
2023-24,B.E/B.Tech,Round I,05390,0539024510,60,39,,,,
2023-24,B.E/B.Tech,Round I,05390,0539029310,60,51,,,,
2023-24,B.E/B.Tech,Round I,05390,0539061210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05390,0539092110,30,19,,,,
2023-24,B.E/B.Tech,Round I,05399,0539919110,60,51,,,,
2023-24,B.E/B.Tech,Round I,05399,0539924510,60,39,,,,
2023-24,B.E/B.Tech,Round I,05399,0539929310,60,51,,,,
2023-24,B.E/B.Tech,Round I,05399,0539961210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05401,0540119110,23,15,,,,
2023-24,B.E/B.Tech,Round I,05401,0540124510,90,58,,,,
2023-24,B.E/B.Tech,Round I,05401,0540124610,60,39,,,,
2023-24,B.E/B.Tech,Round I,05401,0540126310,60,39,,,,
2023-24,B.E/B.Tech,Round I,05401,0540129310,60,39,,,,
2023-24,B.E/B.Tech,Round I,05401,0540161210,23,15,,,,
2023-24,B.E/B.Tech,Round I,05408,0540819110,60,51,,,,
2023-24,B.E/B.Tech,Round I,05408,0540824510,60,51,,,,
2023-24,B.E/B.Tech,Round I,05408,0540829310,30,25,,,,
2023-24,B.E/B.Tech,Round I,05408,0540837210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05408,0540861210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05409,0540924510,120,102,,,,
2023-24,B.E/B.Tech,Round I,05409,0540929310,60,51,,,,
2023-24,B.E/B.Tech,Round I,05409,0540937210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05409,0540961210,120,102,,,,
2023-24,B.E/B.Tech,Round I,05411,0541119110,60,25,,,,
2023-24,B.E/B.Tech,Round I,05411,0541124510,120,50,,,,
2023-24,B.E/B.Tech,Round I,05411,0541129310,30,13,,,,
2023-24,B.E/B.Tech,Round I,05411,0541137210,30,13,,,,
2023-24,B.E/B.Tech,Round I,05411,0541161210,60,25,,,,
2023-24,B.E/B.Tech,Round I,05418,0541819110,60,51,,,,
2023-24,B.E/B.Tech,Round I,05418,0541824510,120,78,,,,
2023-24,B.E/B.Tech,Round I,05418,0541826310,60,39,,,,
2023-24,B.E/B.Tech,Round I,05418,0541829310,60,51,,,,
2023-24,B.E/B.Tech,Round I,05418,0541861210,60,51,,,,
2023-24,B.E/B.Tech,Round I,05418,0541891610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06004,0600419110,60,60,,,,
2023-24,B.E/B.Tech,Round I,06004,0600424510,60,60,,,,
2023-24,B.E/B.Tech,Round I,06004,0600437210,60,60,,,,
2023-24,B.E/B.Tech,Round I,06004,0600446410,60,60,,,,
2023-24,B.E/B.Tech,Round I,06004,0600460210,60,60,,,,
2023-24,B.E/B.Tech,Round I,06004,0600461210,60,60,,,,
2023-24,B.E/B.Tech,Round I,06122,0612219110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06122,0612224510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06122,0612237210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06122,0612261210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06122,0612291210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06138,0613819110,30,25,,,,
2023-24,B.E/B.Tech,Round I,06138,0613824510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06138,0613824610,90,58,,,,
2023-24,B.E/B.Tech,Round I,06138,0613826310,90,58,,,,
2023-24,B.E/B.Tech,Round I,06138,0613837210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06138,0613861210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06139,0613924510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06139,0613924610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06139,0613929310,120,102,,,,
2023-24,B.E/B.Tech,Round I,06139,0613937210,120,96,,,,
2023-24,B.E/B.Tech,Round I,06139,0613961210,180,153,,,,
2023-24,B.E/B.Tech,Round I,06139,0613984410,60,39,,,,
2023-24,B.E/B.Tech,Round I,06139,0613992110,60,39,,,,
2023-24,B.E/B.Tech,Round I,06139,0613999510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06144,0614419110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06144,0614424510,150,97,,,,
2023-24,B.E/B.Tech,Round I,06144,0614424610,90,58,,,,
2023-24,B.E/B.Tech,Round I,06144,0614437210,30,19,,,,
2023-24,B.E/B.Tech,Round I,06144,0614461210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06144,0614492110,30,19,,,,
2023-24,B.E/B.Tech,Round I,06144,0614499510,90,58,,,,
2023-24,B.E/B.Tech,Round I,06145,0614524510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06145,0614524610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06145,0614526310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06145,0614529310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06145,0614537210,120,90,,,,
2023-24,B.E/B.Tech,Round I,06145,0614561210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06149,0614919110,60,25,,,,
2023-24,B.E/B.Tech,Round I,06149,0614924510,120,30,,,,
2023-24,B.E/B.Tech,Round I,06149,0614924610,60,14,,,,
2023-24,B.E/B.Tech,Round I,06149,0614937210,60,25,,,,
2023-24,B.E/B.Tech,Round I,06149,0614961210,60,25,,,,
2023-24,B.E/B.Tech,Round I,06156,0615624510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06156,0615624610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06156,0615629310,60,48,,,,
2023-24,B.E/B.Tech,Round I,06156,0615637210,120,78,,,,
2023-24,B.E/B.Tech,Round I,06156,0615661210,120,96,,,,
2023-24,B.E/B.Tech,Round I,06156,0615699510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06177,0617708210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06177,0617719110,180,153,,,,
2023-24,B.E/B.Tech,Round I,06177,0617724510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06177,0617724610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06177,0617737210,240,156,,,,
2023-24,B.E/B.Tech,Round I,06177,0617750710,60,51,,,,
2023-24,B.E/B.Tech,Round I,06177,0617760610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06177,0617761210,300,255,,,,
2023-24,B.E/B.Tech,Round I,06178,0617824510,300,195,,,,
2023-24,B.E/B.Tech,Round I,06178,0617824610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06178,0617837210,300,195,,,,
2023-24,B.E/B.Tech,Round I,06178,0617861210,330,280,,,,
2023-24,B.E/B.Tech,Round I,06179,0617919110,30,25,,,,
2023-24,B.E/B.Tech,Round I,06179,0617924510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06179,0617937210,30,19,,,,
2023-24,B.E/B.Tech,Round I,06179,0617961210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06179,0617999510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06182,0618219110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06182,0618224510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06182,0618224610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06182,0618237210,120,78,,,,
2023-24,B.E/B.Tech,Round I,06182,0618261210,90,76,,,,
2023-24,B.E/B.Tech,Round I,06183,0618324510,54,13,,,,
2023-24,B.E/B.Tech,Round I,06183,0618337210,30,8,,,,
2023-24,B.E/B.Tech,Round I,06183,0618361210,54,13,,,,
2023-24,B.E/B.Tech,Round I,06184,0618419110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06184,0618424510,120,90,,,,
2023-24,B.E/B.Tech,Round I,06184,0618424610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06184,0618429310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06184,0618437210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06184,0618461210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06185,0618524510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06185,0618524610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06185,0618529310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06185,0618537210,120,90,,,,
2023-24,B.E/B.Tech,Round I,06185,0618561210,210,178,,,,
2023-24,B.E/B.Tech,Round I,06187,0618719110,90,76,,,,
2023-24,B.E/B.Tech,Round I,06187,0618724510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06187,0618724610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06187,0618737210,120,78,,,,
2023-24,B.E/B.Tech,Round I,06187,0618761210,150,127,,,,
2023-24,B.E/B.Tech,Round I,06203,0620319110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06203,0620324510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06203,0620361210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06203,0620362410,60,48,,,,
2023-24,B.E/B.Tech,Round I,06203,0620399510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06206,0620624510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06206,0620624610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06206,0620637210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06206,0620661210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06207,0620719110,120,102,,,,
2023-24,B.E/B.Tech,Round I,06207,0620724510,240,156,,,,
2023-24,B.E/B.Tech,Round I,06207,0620724610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06207,0620729310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06207,0620737210,180,117,,,,
2023-24,B.E/B.Tech,Round I,06207,0620746610,30,25,,,,
2023-24,B.E/B.Tech,Round I,06207,0620761210,180,135,,,,
2023-24,B.E/B.Tech,Round I,06207,0620791610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06207,0620799510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06271,0627124510,240,156,,,,
2023-24,B.E/B.Tech,Round I,06271,0627124610,180,117,,,,
2023-24,B.E/B.Tech,Round I,06271,0627126310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06271,0627137210,240,156,,,,
2023-24,B.E/B.Tech,Round I,06271,0627184410,60,39,,,,
2023-24,B.E/B.Tech,Round I,06272,0627219110,120,102,,,,
2023-24,B.E/B.Tech,Round I,06272,0627221910,60,39,,,,
2023-24,B.E/B.Tech,Round I,06272,0627224510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06272,0627224610,180,117,,,,
2023-24,B.E/B.Tech,Round I,06272,0627237210,180,117,,,,
2023-24,B.E/B.Tech,Round I,06272,0627246610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06272,0627261210,120,78,,,,
2023-24,B.E/B.Tech,Round I,06272,0627299510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06274,0627424510,60,51,,,,
2023-24,B.E/B.Tech,Round I,06274,0627424610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06274,0627429310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06274,0627437210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06274,0627461210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06274,0627484310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06274,0627499510,60,51,,,,
2023-24,B.E/B.Tech,Round I,06275,0627519110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06275,0627524510,90,58,,,,
2023-24,B.E/B.Tech,Round I,06275,0627524610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06275,0627529310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06275,0627537210,60,45,,,,
2023-24,B.E/B.Tech,Round I,06275,0627561210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06278,0627819110,120,94,,,,
2023-24,B.E/B.Tech,Round I,06278,0627821910,30,19,,,,
2023-24,B.E/B.Tech,Round I,06278,0627824510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06278,0627829310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06278,0627837210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06278,0627837810,60,39,,,,
2023-24,B.E/B.Tech,Round I,06278,0627850710,60,47,,,,
2023-24,B.E/B.Tech,Round I,06278,0627861210,120,94,,,,
2023-24,B.E/B.Tech,Round I,06278,0627862510,60,47,,,,
2023-24,B.E/B.Tech,Round I,06281,0628124510,180,153,,,,
2023-24,B.E/B.Tech,Round I,06281,0628137210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06281,0628161210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06281,0628191610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06298,0629819110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06298,0629821910,60,51,,,,
2023-24,B.E/B.Tech,Round I,06298,0629824510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06298,0629824610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06298,0629829310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06298,0629837210,120,96,,,,
2023-24,B.E/B.Tech,Round I,06298,0629861210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06298,0629884410,60,39,,,,
2023-24,B.E/B.Tech,Round I,06298,0629892110,60,39,,,,
2023-24,B.E/B.Tech,Round I,06298,0629899510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06307,0630724510,90,58,,,,
2023-24,B.E/B.Tech,Round I,06307,0630724610,45,29,,,,
2023-24,B.E/B.Tech,Round I,06307,0630737210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06307,0630760210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06310,0631024510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06310,0631024610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06310,0631037210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06310,0631061210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06311,0631124510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06311,0631124610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06311,0631129310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06311,0631137210,60,48,,,,
2023-24,B.E/B.Tech,Round I,06311,0631161210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06319,0631919110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06319,0631924510,120,102,,,,
2023-24,B.E/B.Tech,Round I,06319,0631926310,30,25,,,,
2023-24,B.E/B.Tech,Round I,06319,0631929310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06319,0631937210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06319,0631961210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06320,0632019110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06320,0632024510,180,135,,,,
2023-24,B.E/B.Tech,Round I,06320,0632029310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06320,0632037210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06320,0632037810,60,51,,,,
2023-24,B.E/B.Tech,Round I,06320,0632061210,90,76,,,,
2023-24,B.E/B.Tech,Round I,06320,0632092810,60,51,,,,
2023-24,B.E/B.Tech,Round I,06322,0632224510,30,22,,,,
2023-24,B.E/B.Tech,Round I,06322,0632237210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06322,0632261210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06324,0632419110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06324,0632424510,90,70,,,,
2023-24,B.E/B.Tech,Round I,06324,0632426310,90,73,,,,
2023-24,B.E/B.Tech,Round I,06324,0632437210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06324,0632461210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06325,0632519110,30,13,,,,
2023-24,B.E/B.Tech,Round I,06325,0632524510,60,14,,,,
2023-24,B.E/B.Tech,Round I,06325,0632525710,60,25,,,,
2023-24,B.E/B.Tech,Round I,06325,0632529310,30,13,,,,
2023-24,B.E/B.Tech,Round I,06325,0632537210,60,20,,,,
2023-24,B.E/B.Tech,Round I,06325,0632537810,60,25,,,,
2023-24,B.E/B.Tech,Round I,06325,0632561210,60,25,,,,
2023-24,B.E/B.Tech,Round I,06325,0632592110,60,20,,,,
2023-24,B.E/B.Tech,Round I,06325,0632593310,60,25,,,,
2023-24,B.E/B.Tech,Round I,06609,0660919110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06609,0660924510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06609,0660926310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06609,0660937210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06609,0660961210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06622,0662224510,150,49,,,,
2023-24,B.E/B.Tech,Round I,06622,0662237210,30,13,,,,
2023-24,B.E/B.Tech,Round I,06622,0662261210,60,25,,,,
2023-24,B.E/B.Tech,Round I,06622,0662292110,60,14,,,,
2023-24,B.E/B.Tech,Round I,06622,0662299510,60,14,,,,
2023-24,B.E/B.Tech,Round I,06625,0662519110,23,15,,,,
2023-24,B.E/B.Tech,Round I,06625,0662524510,15,10,,,,
2023-24,B.E/B.Tech,Round I,06625,0662529310,23,15,,,,
2023-24,B.E/B.Tech,Round I,06625,0662561210,30,19,,,,
2023-24,B.E/B.Tech,Round I,06628,0662819110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06628,0662824510,120,102,,,,
2023-24,B.E/B.Tech,Round I,06628,0662824610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06628,0662829310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06628,0662861210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06628,0662884410,60,51,,,,
2023-24,B.E/B.Tech,Round I,06632,0663219110,30,25,,,,
2023-24,B.E/B.Tech,Round I,06632,0663224510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06632,0663229310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06632,0663237210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06632,0663261210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06632,0663292110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06634,0663419110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06634,0663424510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06634,0663424610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06634,0663437210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06634,0663461210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06635,0663519110,30,25,,,,
2023-24,B.E/B.Tech,Round I,06635,0663524510,90,58,,,,
2023-24,B.E/B.Tech,Round I,06635,0663529310,30,25,,,,
2023-24,B.E/B.Tech,Round I,06635,0663561210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06635,0663591210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06635,0663592110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06649,0664919110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06649,0664924510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06649,0664929310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06649,0664937210,60,47,,,,
2023-24,B.E/B.Tech,Round I,06649,0664961210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06732,0673219110,120,102,,,,
2023-24,B.E/B.Tech,Round I,06732,0673224510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06732,0673237210,180,117,,,,
2023-24,B.E/B.Tech,Round I,06732,0673261210,180,153,,,,
2023-24,B.E/B.Tech,Round I,06732,0673299510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06754,0675424510,179,117,,,,
2023-24,B.E/B.Tech,Round I,06754,0675424610,120,78,,,,
2023-24,B.E/B.Tech,Round I,06754,0675437210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06755,0675519110,120,102,,,,
2023-24,B.E/B.Tech,Round I,06755,0675524510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06755,0675526310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06755,0675537210,60,45,,,,
2023-24,B.E/B.Tech,Round I,06755,0675561210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06758,0675819110,30,25,,,,
2023-24,B.E/B.Tech,Round I,06758,0675824510,30,19,,,,
2023-24,B.E/B.Tech,Round I,06758,0675837210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06758,0675861210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06758,0675892110,30,19,,,,
2023-24,B.E/B.Tech,Round I,06758,0675899510,30,19,,,,
2023-24,B.E/B.Tech,Round I,06759,0675919110,60,39,,,,
2023-24,B.E/B.Tech,Round I,06759,0675924510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06759,0675929310,30,19,,,,
2023-24,B.E/B.Tech,Round I,06759,0675961210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06759,0675999510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06767,0676724510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06767,0676761210,30,19,,,,
2023-24,B.E/B.Tech,Round I,06767,0676791210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06767,0676799510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06768,0676819110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06768,0676824510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06768,0676861210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06769,0676919110,90,76,,,,
2023-24,B.E/B.Tech,Round I,06769,0676924510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06769,0676924610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06769,0676937210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06769,0676961210,150,127,,,,
2023-24,B.E/B.Tech,Round I,06770,0677024510,120,90,,,,
2023-24,B.E/B.Tech,Round I,06770,0677024610,60,51,,,,
2023-24,B.E/B.Tech,Round I,06770,0677061210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06772,0677224510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06772,0677224610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06772,0677229310,60,51,,,,
2023-24,B.E/B.Tech,Round I,06772,0677237210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06772,0677261210,150,127,,,,
2023-24,B.E/B.Tech,Round I,06794,0679419110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06794,0679424510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06794,0679424610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06794,0679437210,60,45,,,,
2023-24,B.E/B.Tech,Round I,06794,0679437810,60,51,,,,
2023-24,B.E/B.Tech,Round I,06794,0679461210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06794,0679492810,60,51,,,,
2023-24,B.E/B.Tech,Round I,06794,0679499510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06795,0679519110,30,25,,,,
2023-24,B.E/B.Tech,Round I,06795,0679524510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06795,0679529310,30,25,,,,
2023-24,B.E/B.Tech,Round I,06795,0679561210,30,25,,,,
2023-24,B.E/B.Tech,Round I,06796,0679619110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06796,0679624510,60,39,,,,
2023-24,B.E/B.Tech,Round I,06796,0679637210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06796,0679661210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06802,0680219110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06802,0680224510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06802,0680237210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06802,0680250710,60,51,,,,
2023-24,B.E/B.Tech,Round I,06802,0680261210,120,102,,,,
2023-24,B.E/B.Tech,Round I,06802,0680299510,120,78,,,,
2023-24,B.E/B.Tech,Round I,06808,0680824510,180,117,,,,
2023-24,B.E/B.Tech,Round I,06808,0680826310,60,39,,,,
2023-24,B.E/B.Tech,Round I,06808,0680837210,54,35,,,,
2023-24,B.E/B.Tech,Round I,06808,0680861210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06815,0681519110,30,19,,,,
2023-24,B.E/B.Tech,Round I,06815,0681524510,30,19,,,,
2023-24,B.E/B.Tech,Round I,06815,0681561210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06822,0682219110,60,48,,,,
2023-24,B.E/B.Tech,Round I,06822,0682224510,240,156,,,,
2023-24,B.E/B.Tech,Round I,06822,0682224610,60,39,,,,
2023-24,B.E/B.Tech,Round I,06822,0682237210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06822,0682261210,60,48,,,,
2023-24,B.E/B.Tech,Round I,06834,0683424510,180,129,,,,
2023-24,B.E/B.Tech,Round I,06834,0683426310,60,45,,,,
2023-24,B.E/B.Tech,Round I,06991,0699124510,180,128,,,,
2023-24,B.E/B.Tech,Round I,06991,0699124610,30,25,,,,
2023-24,B.E/B.Tech,Round I,06991,0699126310,30,25,,,,
2023-24,B.E/B.Tech,Round I,06991,0699156610,120,90,,,,
2023-24,B.E/B.Tech,Round I,06028,0602819110,60,60,,,,
2023-24,B.E/B.Tech,Round I,06028,0602825410,60,60,,,,
2023-24,B.E/B.Tech,Round I,06028,0602837210,60,60,,,,
2023-24,B.E/B.Tech,Round I,06028,0602850310,60,60,,,,
2023-24,B.E/B.Tech,Round I,06028,0602850710,60,60,,,,
2023-24,B.E/B.Tech,Round I,06028,0602861210,60,60,,,,
2023-24,B.E/B.Tech,Round I,06277,0627719110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06277,0627724210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06277,0627724610,60,45,,,,
2023-24,B.E/B.Tech,Round I,06277,0627726310,60,45,,,,
2023-24,B.E/B.Tech,Round I,06277,0627737210,60,45,,,,
2023-24,B.E/B.Tech,Round I,06277,0627761210,60,51,,,,
2023-24,B.E/B.Tech,Round I,06288,0628819110,60,51,,,,
2023-24,B.E/B.Tech,Round I,06288,0628824210,60,39,,,,
2023-24,B.E/B.Tech,Round I,06288,0628837210,60,51,,,,
